ID,Item Type,Unavailable?,Status(es),Additional Image,Attachment,Categories,Condition,Daily Late Fee,Description,Image,Keywords,Name,Price to Purchase,Purchased?,Replacement Cost,Serial Number,Source / Supplier
1401,Stud finder,,,,,"83,85,88",5,$1.00,Deep scanning stud finder with WireWarning Detection,/files/images/attribute_image8897873034776078066.jpg;/files/images/attribute_image8897873034776078066.jpg;/files/images/attribute_thumbnail2942645599484040621.jpg,"stud, stud finder, edge finder",Zircon StudSensor,,Y,,,Home Depot
1402,Jig Saws,,,,,"83,85,88",4,$1.00,,/files/images/attribute_image338529425224738286.jpg;/files/images/attribute_image338529425224738286.jpg;/files/images/attribute_thumbnail3747550787639224250.jpg,"jig saw, saw",Black & Decker Jig Saw,,,,,
1403,Sledgehammer,,,,,"83,88",5,$1.00,,/files/images/attribute_image6420678646175574433.jpg;/files/images/attribute_image6420678646175574433.jpg;/files/images/attribute_thumbnail266658370271720484.jpg,"sledgehammer, hammer",8 Pound Sledgehammer,,,,,
1404,Sledgehammer,,,,,"83,85,88",5,$1.00,8 lb wood handled sledgehammer,/files/images/attribute_image1348168400203938607.jpg;/files/images/attribute_image1348168400203938607.jpg;/files/images/attribute_thumbnail1005974601193746220.jpg,,Sledgehammer,,,,,
1405,Loppers,,,,,90,5,$1.00,Tree and shrub lopper with extendable handles that can cut up to 1-3/4 caliper branches.,/files/images/attribute_image6690355147580004620.jpg;/files/images/attribute_image6690355147580004620.jpg;/files/images/attribute_thumbnail2118006907773894620.jpg,"Lopper, pruner",Extendable Lopper,,Y,,,
1406,Square Shovel,,,,,90,53,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"shovel, square shovel",Square Shovel,,,,,
1407,Cordless Drills,,,,,"83,85,88",4,$1.00,,/files/images/attribute_image5121023428377050725.jpg;/files/images/attribute_image5121023428377050725.jpg;/files/images/attribute_thumbnail7447428936627364687.jpg,"drill, cordless drill",Fire Storm 12V Cordless Drill,,,,,
1408,Pry Bars,,,,,"83,85,88",4,$1.00,Red Mini Pry Bar,/files/images/org/10/attribute_image4294874802964891860.jpg;/files/images/org/10/attribute_image4294874802964891860.jpg;/files/images/org/10/attribute_thumbnail1659248402053868004.jpg,"Pry Bar, Pry, Mini, Crow Bar",Mini Pry Bar,,,,,
1409,Extension Cords,,,,,85,3,$1.00,,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,extension cord,Orange Extension Cord,,,,,
1410,Corded Trimmers,,,,,90,3,$1.00,,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"weed whacker, string trimmer","9"" Weed Whacker",,,,,
1411,Pipe Wrenches,,,,,"85,87",3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"wrench, pipe wrench","18"" Pipe Wrench",,,,,
1412,Misc,,,,,,4,$1.00,,/files/images/org/10/attribute_image3767163440792934242.jpg;/files/images/org/10/attribute_image3767163440792934242.jpg;/files/images/org/10/attribute_thumbnail4307584423420923677.jpg,"Wheelbarrow, moving, move, moveable, wheel, barrow, barrell, wheel barrell",BlackWheelbarrow,,,,,
1413,Metal Garden Rake,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, garden rake",Red Metal Garden Rake,,,,,
1414,Spade Shovel,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"spade, shovel",Spade,,,,,
1415,Spade Shovel,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"spade, shovel",Spade,,,,,
1416,Spade Shovel,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"spade, shovel",Spade,,,,,
1417,Metal Garden Rake,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,rake,Rake,,,,,
1418,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image8911687315474666769.jpg;/files/images/org/10/attribute_image8911687315474666769.jpg;/files/images/org/10/attribute_thumbnail9111738867994640240.jpg,"cultivator, tiller",Hand Cultivator,,,,,
1419,Hoes,,,,,90,5,$1.00,,/files/images/org/10/attribute_image5434724279613479257.jpg;/files/images/org/10/attribute_image5434724279613479257.jpg;/files/images/org/10/attribute_thumbnail2151639874289467881.jpg,hoe,Garden Hoe,,,,,
1420,Push Brooms,,,,,"85,90",3,$1.00,,/files/images/org/10/attribute_image3921615025896419377.jpg;/files/images/org/10/attribute_image3921615025896419377.jpg;/files/images/org/10/attribute_thumbnail2567608458778898983.jpg,"push broom, broom",Push Broom,,,,,
1421,Push Brooms,,,,,"85,90",3,$1.00,,/files/images/org/10/attribute_image402448107031868147.jpg;/files/images/org/10/attribute_image402448107031868147.jpg;/files/images/org/10/attribute_thumbnail5194610275287435027.jpg,"push broom, broom",Push Broom,,,,,
1422,Metal Garden Rake,,,,,90,3,$1.00,,/files/images/org/10/attribute_image4487110615631180723.jpg;/files/images/org/10/attribute_image4487110615631180723.jpg;/files/images/org/10/attribute_thumbnail2883823055616185252.jpg,rake,Garden Rake,,,,,
1423,Metal Garden Rake,,,,,90,3,$1.00,,/files/images/org/10/attribute_image8371210661707298928.jpg;/files/images/org/10/attribute_image8371210661707298928.jpg;/files/images/org/10/attribute_thumbnail6005113838506728730.jpg,rake,Garden Rake,,,,,
1424,Pickaxes,,,,,90,3,$1.00,,/files/images/org/10/attribute_image4272334308089784286.jpg;/files/images/org/10/attribute_image4272334308089784286.jpg;/files/images/org/10/attribute_thumbnail7082676154967719738.jpg,pickaxe,Pickaxe,,,,,
1425,Wedge,,,,,90,2,$1.00,,/files/images/org/10/attribute_image8783003772480397511.jpg;/files/images/org/10/attribute_image8783003772480397511.jpg;/files/images/org/10/attribute_thumbnail3390709112231538730.jpg,axe,Axe,,,,,
1426,Wedge,,,,,90,2,$1.00,,/files/images/org/10/attribute_image8504014973486354707.jpg;/files/images/org/10/attribute_image8504014973486354707.jpg;/files/images/org/10/attribute_thumbnail3616814535801485115.jpg,axe,Axe,,,,,
1427,Cordless Circular Saw,,,,,"83,85,88,89",4,$1.00,5-12 inch 12v cordless circular saw,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"saw, circular saw, cordless",Ryobi 5 1/2 in. Cordless Circular Saw,,Y,,,Donation
1428,Spade Shovel,,,,,90,4,$1.00,,/files/images/org/10/attribute_image2411873462048693661.jpg;/files/images/org/10/attribute_image2411873462048693661.jpg;/files/images/org/10/attribute_thumbnail3019821621140063801.jpg,"shovel, spade, digging, garden, dirt, spade shovel, shovels",Wooden Handle Spade Shovel,,,,,
1429,Hoes,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7662612180592688899.jpg;/files/images/org/10/attribute_image7662612180592688899.jpg;/files/images/org/10/attribute_thumbnail958827513369261167.jpg,"garden, gardening, hoe, wooden, shovel, single",Blue wooden hoe,,,,,
1430,Trowel,,,,,90,4,$1.00,,/files/images/org/10/attribute_image6222877619114927905.jpg;/files/images/org/10/attribute_image6222877619114927905.jpg;/files/images/org/10/attribute_thumbnail5737845859646170715.jpg,"Trowel, hand, shovel, garden, gardening, tool",Green Butter Forge Hand Trowel,,,,,
1431,Metal Garden Rake,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7513654417487115724.jpg;/files/images/org/10/attribute_image7513654417487115724.jpg;/files/images/org/10/attribute_thumbnail2972903420291738900.jpg,"rake, garden, gardening, four, prong, rakes",Red four prong Cavex metal rake,,,,,
1432,Misc,,,,,"85,87,88",4,$1.00,"12"" tile cutter",/files/images/org/10/attribute_image8499903093184067072.jpg;/files/images/org/10/attribute_image8499903093184067072.jpg;/files/images/org/10/attribute_thumbnail1633900848366909281.jpg,ceramic tile cutter,Tile Cutter,,,,,
1433,Clamps & Brackets,,,,,"83,85,87,88",4,$1.00,"24"" bar clamp",/files/images/org/10/attribute_image8901833071061239742.jpg;/files/images/org/10/attribute_image8901833071061239742.jpg;/files/images/org/10/attribute_thumbnail7899872928176200379.jpg,,Bar Clamp,,,,,
1434,Power Drills,,,,,"83,85,86,87,88",4,$1.00,"3/8"" variable speed reversible plug in drill motor",/files/images/org/10/attribute_image1844441435148587686.jpg;/files/images/org/10/attribute_image1844441435148587686.jpg;/files/images/org/10/attribute_thumbnail760439616138162382.jpg,drill,3/8 variable speed reversible drill,,,,4131004876,
1435,Power Drills,,,,,"83,85,88",3,$1.00,Drywall screw driver plug in,/files/images/org/10/attribute_image8940491556099172216.jpg;/files/images/org/10/attribute_image8940491556099172216.jpg;/files/images/org/10/attribute_thumbnail1571569256646173368.jpg,drywall screw driver,drywall driver,,,,,
1436,Power Drills,,,,,"83,85,88",3,$1.00,Drywall screw driver plug in,/files/images/org/10/attribute_image3458138999808022007.jpg;/files/images/org/10/attribute_image3458138999808022007.jpg;/files/images/org/10/attribute_thumbnail9098889913742867654.jpg,drywall screw driver,drywall driver,,,,,
1437,Cordless Circular Saw,,,,,"81,83,84,85,87,88",5,$1.00,"Cordless 36 volt reciprocating saw with two batteries, charger, and case.",/files/images/org/10/attribute_image3360953948219602928.jpg;/files/images/org/10/attribute_image3360953948219602928.jpg;/files/images/org/10/attribute_thumbnail7087922033147806428.jpg,sawzall reciprocating saw 36 volt,cordless sawzall reciprocating saw,,,,947277,
1438,Rotary Tools,,,,,"81,82,83,84,85,86,87,88",5,$1.00,Dremel mini grinder rotary tool with attachments and case,/files/images/org/10/attribute_image3757287648424676894.jpg;/files/images/org/10/attribute_image3757287648424676894.jpg;/files/images/org/10/attribute_thumbnail7705870622758598361.jpg,dremel,Dremel tool kit,,,,,
1439,Cordless Drills,,,,,"83,85,88",3,$1.00,,/files/images/org/10/attribute_image8785923374324843810.jpg;/files/images/org/10/attribute_image8785923374324843810.jpg;/files/images/org/10/attribute_thumbnail2996061562257553789.jpg,"Drill, Cordless Drill",Cordless Drill,,,,,
1440,Sanders & Planers,,,,,"83,88",4,$1.00,,/files/images/org/10/attribute_image681727792756932015.jpg;/files/images/org/10/attribute_image681727792756932015.jpg;/files/images/org/10/attribute_thumbnail3624222580430199684.jpg,"planer, power planer",Power Sander,,,,,
1441,Sanders & Planers,,,,,"85,88",5,$1.00,"<span>Paint Eater Finish Sander Paint Prep Tool - The innovative 1 step electric paint remover removes paint, feathers edges, and abrades the surface. Can be used on wood, brick, steel, and masonite.</span>",/files/images/org/10/attribute_image6562935118674683631.jpg;/files/images/org/10/attribute_image6562935118674683631.jpg;/files/images/org/10/attribute_thumbnail4097770872198833345.jpg,"paint, paint scraper, paint eater, sander",Paint Eater,,,,,
1442,Rubber Mallets,,,,,"85,88",3,$1.00,,/files/images/org/10/attribute_image8121628985550425013.jpg;/files/images/org/10/attribute_image8121628985550425013.jpg;/files/images/org/10/attribute_thumbnail5673091688192436620.jpg,mallet,Rubber Mallet,,,,,
1443,Push Brooms,,,,,85,3,$1.00,,/files/images/org/10/attribute_image3092143066271540677.jpg;/files/images/org/10/attribute_image3092143066271540677.jpg;/files/images/org/10/attribute_thumbnail6758763466116828057.jpg,"push broom, broom",Wooden Push Broom,,,,,
1444,Saws,,,,,"85,88",3,$1.00,,/files/images/org/10/attribute_image519173867252534703.jpg;/files/images/org/10/attribute_image519173867252534703.jpg;/files/images/org/10/attribute_thumbnail29000960013914819.jpg,"saw, hand saw",Hand Saw,,,,,
1445,Tenon Saws,,,,,"83,85,88",4,$1.00,,/files/images/org/10/attribute_image2922519135816189996.jpg;/files/images/org/10/attribute_image2922519135816189996.jpg;/files/images/org/10/attribute_thumbnail2371276830238934931.jpg,"saw, tenon saw",Tenon Saw,,,,,
1446,Pry Bars,,,,,"83,85,88",4,$1.00,Red Mini Pry Bar,/files/images/org/10/attribute_image4811717093562203433.jpg;/files/images/org/10/attribute_image4811717093562203433.jpg;/files/images/org/10/attribute_thumbnail1674351871784622095.jpg,"Pry Bar, Pry, Mini, Crow Bar",Mini Pry Bar,,,,,
1447,Clamps & Brackets,,,,,88,5,$1.00,,/files/images/org/10/attribute_image432351684081001908.jpg;/files/images/org/10/attribute_image432351684081001908.jpg;/files/images/org/10/attribute_thumbnail1564569483154334471.jpg,clamp,Cable Clamp,,,,,
1448,Levels,,,,,"83,88",3,$1.00,,/files/images/org/10/attribute_image85626414387400883.jpg;/files/images/org/10/attribute_image85626414387400883.jpg;/files/images/org/10/attribute_thumbnail7462269639311817410.jpg,"level, measuring","24"" Level",,,,,
1449,Finishing Power Sander,,,,,"83,88",3,$1.00,,/files/images/org/10/attribute_image1009935024526892822.jpg;/files/images/org/10/attribute_image1009935024526892822.jpg;/files/images/org/10/attribute_thumbnail4495306573038307065.jpg,"sander, power sander, palm sander",Palm Sander,,,,,
1450,Misc,,,,,"83,88",5,$1.00,"<span>These high-friction rubber pads hold your project rock-steady while sawing, sanding, or routing without the use of clamps.&nbsp;</span>",/files/images/org/10/attribute_image508757083770865895.jpg;/files/images/org/10/attribute_image508757083770865895.jpg;/files/images/org/10/attribute_thumbnail4854660301331859799.jpg,"bench cookie, pad, clamp, holder",Bench Cookie,,,,,
1451,Cordless Drills,,,,,"83,85,88",3,$1.00,,/files/images/org/10/attribute_image2132778577758986646.jpg;/files/images/org/10/attribute_image2132778577758986646.jpg;/files/images/org/10/attribute_thumbnail2257711090416698321.jpg,"drill, cordless drill, impact driver",Impact Driver,,,,,
1452,Power Drills,,,,,"83,85,88",2,$1.00,,/files/images/org/10/attribute_image4835136547987590065.jpg;/files/images/org/10/attribute_image4835136547987590065.jpg;/files/images/org/10/attribute_thumbnail4439496573525965379.jpg,"drill, power drill",Power Drill,,,,,
1453,Push Brooms,,,,,85,52,$1.00,,/files/images/org/10/attribute_image1804289511899590284.jpg;/files/images/org/10/attribute_image1804289511899590284.jpg;/files/images/org/10/attribute_thumbnail3011466330601032485.jpg,"broom, push broom",Quickie Push Broom,,,,,
1454,Cordless Drills,,,,,"83,88",4,$1.00,<span>The TEK4 4-Volt Lithium ion screwdriver features a 2-speed gear box and a 24-position clutch that adjusts the torque to match a variety of applications.</span>,/files/images/org/10/attribute_image6968970139337276938.jpg;/files/images/org/10/attribute_image6968970139337276938.jpg;/files/images/org/10/attribute_thumbnail9151455242314911210.jpg,"screwdriver, power screwdriver, drill",TEK4 4 Volt Screwdriver,,,,,
1455,Wooden Leaf Rake,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,,Rake,,,,,
1456,Push Brooms,,,,,85,3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"push broom, broom",Wooden Push Broom,,,,,
1457,Push Brooms,,,,,85,4,$1.00,,/files/images/org/10/attribute_image8094501730336711830.jpg;/files/images/org/10/attribute_image8094501730336711830.jpg;/files/images/org/10/attribute_thumbnail354713674139126038.jpg,"broom, push broom",Quickie Push Broom,,,,,
1458,Push Brooms,,,,,85,4,$1.00,,/files/images/org/10/attribute_image3943128571399864720.jpg;/files/images/org/10/attribute_image3943128571399864720.jpg;/files/images/org/10/attribute_thumbnail2793756217511933874.jpg,"broom, push broom",Quickie Push Broom,,,,,
1459,Wooden Leaf Rake,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,,Rake,,,,,
1460,Edgers,,,,,90,2,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,edger,Hand Edger,,,,,
1461,Edgers,,,,,90,2,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,edger,Hand Edger,,,,,
1462,Sawzall,,,,,83,4,$1.00,,/files/images/org/10/attribute_image9064032414596375970.jpg;/files/images/org/10/attribute_image9064032414596375970.jpg;/files/images/org/10/attribute_thumbnail5956175041501612580.jpg,Power Tools,"Chicago Sawzall 4-1/2""",,,,,Donation
1463,Grinders,,,,,"85,88",,$1.00,,/files/images/org/10/attribute_image7943464238550076247.jpg;/files/images/org/10/attribute_image7943464238550076247.jpg;/files/images/org/10/attribute_thumbnail192767746811267616.jpg,Grinder,"7"" Angle Grinder",,,,,
1464,Miter Saw,,,,,"83,85,88",5,$1.00,,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,Compound miter saw,Compound Miter Saw,,,,BK101520868,
1465,Squares,,,,,83,5,$1.00,"8"" x 12""",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"measurement, framing square",Steel Carpenter Framing Square,,,,,Donation
1466,Clamps & Brackets,,,,,"81,82,83,84,85,86,87,88",52,$1.00,Blue plastic spring clamp,/files/images/org/10/attribute_image2630925702952554316.jpg;/files/images/org/10/attribute_image2630925702952554316.jpg;/files/images/org/10/attribute_thumbnail6657535474783049967.jpg,,spring clamp,,,,,
1467,Clamps & Brackets,,,,,"81,82,83,84,85,86,87,88",52,$1.00,Metal spring clamp,/files/images/org/10/attribute_image3082071738031028755.jpg;/files/images/org/10/attribute_image3082071738031028755.jpg;/files/images/org/10/attribute_thumbnail482210749364091128.jpg,,spring clamp,,,,,
1468,Power Drills,,,,,"83,84,85,87,88",4,$1.00,Fourteen piece hole saw kit,/files/images/org/10/attribute_image5803365709418340015.jpg;/files/images/org/10/attribute_image5803365709418340015.jpg;/files/images/org/10/attribute_thumbnail4058199915001687788.jpg,,Hole saw kit,,,,,
1469,Squares,,,,,"83,85,88",2,$1.00,22 Inch Square,/files/images/org/10/attribute_image1806603662014370946.jpeg;/files/images/org/10/attribute_image1806603662014370946.jpg;/files/images/org/10/attribute_image1806603662014370946-150.jpg,Square,22 Inch Square,,,,,Donation
1470,Squares,,,,,"83,85,88",4,$1.00,22 Inch Aluminum Square,/files/images/org/10/attribute_image7799965781322200655.jpeg;/files/images/org/10/attribute_image7799965781322200655.jpg;/files/images/org/10/attribute_image7799965781322200655-150.jpg,Square,22 Inch Aluminum Square,,,,,Donation
1471,Squares,,,,,"83,85,88",4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"t-sqaure, square",T-Square,,,,,
1472,Corded Trimmers,,,,,90,3,$1.00,teal handle,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,hedge trimmer,Sunbeam Hedge Trimmer,,,,,
1473,Corded Trimmers,,,,,90,4,$1.00,Double insulated,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,hedge trimmer,"McGraw-Edison 16"" Hedge Trimmer",,,,,
1474,Square Shovel,,,,,90,3,$1.00,heat treated,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"square shovel, shovel",Square Shovel,,,,,
1475,Planters Shovel,,,,,90,3,$1.00,Wood-handled steel digging shovel,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"planters shovel, shovel",Planters Shovel,,,,,
1476,Edgers,,,,,90,3,$1.00,Wood-handled steel edger,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hand edger, edger",Hand Edger,,,,,
1477,Wooden Leaf Rake,,,,,90,4,$1.00,"spring steel tines, spring re-inforced rake",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, garden rake",Wooden Leaf Rake,,,,,
1478,Wooden Leaf Rake,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, garden rake",Wooden Leaf Rake,,,,,
1479,Cultivators,,,,,90,4,$1.00,blue with yellow handles,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"garden claw, claw",Garden Claw,,,,,
1480,Pitchfork,,,,,90,4,$1.00,wooden handle,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,pitchfork,Pitchfork,,,,,
1481,Square Shovel,,,,,90,4,$1.00,wooden handle,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"shovel, square shovel",Square Shovel,,,,,
1482,Grinders,,,,,,4,$1.00,,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"grinder, angle, angle grinder, cut off wheel","3"" Rigid Angle Grinder",,,,,
1483,Loppers,,,,,,,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Pruner, trimmer, lopper, hand, hedge",Green Hand Pruner,,,,,
1484,Pitchfork,,,,,,4,$1.00,,/files/images/org/10/attribute_image8014733075405337409.jpg;/files/images/org/10/attribute_image8014733075405337409-800.jpg;/files/images/org/10/attribute_image8014733075405337409-150.jpg,Pitchfork,AMES Digging Fork,,,,,
1485,Brooms,,,,,,3,$1.00,Broom with scrapper attached to the butt of the handle,/files/images/org/10/attribute_image3020763320574956058.jpg;/files/images/org/10/attribute_image3020763320574956058-800.jpg;/files/images/org/10/attribute_image3020763320574956058-150.jpg,,Scrapper n' Broom,,,,,
1486,Brooms,,,,,,3,$1.00,<span>Broom with scrapper attached to the butt of the handle</span>,/files/images/org/10/attribute_image4356954781141386800.jpg;/files/images/org/10/attribute_image4356954781141386800-800.jpg;/files/images/org/10/attribute_image4356954781141386800-150.jpg,"broom, scrapper",Scrapper n' Broom,,,,,
1487,Belt Sander,,,,,"83,85,88",4,$1.00,1.2A Black and Decker Sander,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,sander,Black & Decker Belt Sander,,,,,
1488,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image6440155649864376936.jpg;/files/images/org/10/attribute_image6440155649864376936-800.jpg;/files/images/org/10/attribute_image6440155649864376936-150.jpg,"Trowel, hand, shovel, garden, gardening, tool",Trowel,,,,,
1489,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image5285595679097198690.jpg;/files/images/org/10/attribute_image5285595679097198690-800.jpg;/files/images/org/10/attribute_image5285595679097198690-150.jpg,"Trowel, hand, shovel, garden, gardening, tool",Trowel,,,,,
1490,Weeders,,,,,90,5,$1.00,,/files/images/org/10/attribute_image8448554582033948697.jpg;/files/images/org/10/attribute_image8448554582033948697-800.jpg;/files/images/org/10/attribute_image8448554582033948697-150.jpg,"hand weeder, gardening",Hand Weeder,,,,,
1491,Hand Tools,,,,,90,5,$1.00,,/files/images/org/10/attribute_image9001495096703435808.jpg;/files/images/org/10/attribute_image9001495096703435808-800.jpg;/files/images/org/10/attribute_image9001495096703435808-150.jpg,"garden claw, claw",Garden Claw,,,,,
1492,Power Drills,,,,,"83,85,88",4,$1.00,,/files/images/org/10/attribute_image6438714369729232854.jpg;/files/images/org/10/attribute_image6438714369729232854-800.jpg;/files/images/org/10/attribute_image6438714369729232854-150.jpg,"drill, hammer drill",Hammer Drill,,,,,
1493,Pruner,,,,,90,5,$1.00,,/files/images/org/10/attribute_image8847219724881901748.jpg;/files/images/org/10/attribute_image8847219724881901748-800.jpg;/files/images/org/10/attribute_image8847219724881901748-150.jpg,"pruner, anvil pruner",Anvil Pruner,,,,,
1494,Pruner,,,,,90,5,$1.00,,/files/images/org/10/attribute_image1898449223097522941.jpg;/files/images/org/10/attribute_image1898449223097522941-800.jpg;/files/images/org/10/attribute_image1898449223097522941-150.jpg,"pruner, bypass pruner",Bypass Pruner,,,,,
1495,Spade Shovel,,,,,90,3,$1.00,,/files/images/org/10/attribute_image4444477278775973952.jpg;/files/images/org/10/attribute_image4444477278775973952-800.jpg;/files/images/org/10/attribute_image4444477278775973952-150.jpg,"shovel, spade, digging, garden, dirt, spade shovel, shovels",Spade Shovel,,,,,
1496,Shovels & Digging,TRUE,In Maintenance,,,90,3,$1.00,,/files/images/org/10/attribute_image1743324165994990831.jpg;/files/images/org/10/attribute_image1743324165994990831-800.jpg;/files/images/org/10/attribute_image1743324165994990831-150.jpg,shovel,Coal Shovel,,,,,
1497,Spade Shovel,,,,,90,4,$1.00,Metal handled spade,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"spade, shovel",Spade Shovel,,,,,
1498,Rotary Tools,,,,,"81,82,83,84,85,86,87,88",5,$1.00,Dremel mini grinder rotary tool with attachments and case,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,dremel,Dremel tool kit,,,,,
1499,Metal Garden Rake,,,,,90,3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,garden rake,Garden Rake,,,,,
1500,Square Shovel,,,,,90,4,$1.00,orange handle and blade,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,snow shovel,Snow Shovel,,,,,
